SAPID,Instalacao,Transformador,N_Serie_LABELEC,Data Colheita,2FAL,Diagnostico_furanicos,H2,CH4,C2H2,C2H4,C2H6,CO,CO2,O2,N2,Diagnostico_AC,COR,Massa_Volumica,Tensao_Interfacial,Tensao_Disruptiva,Indice_Acidez,Teor_Agua,Tangente_Delta_90,Diagnostico_FQ,Recomendacoes
280181452,SE ALHANDRA,EX TR 3,10443 S,2007-02-09,1.54,,25.2,9.4,167.6,49.1,9.1,345.5,8.18,23.6,71.3,,3.5,0.8651,15.8,42.8,0.217,22.6,0.032,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2008-05-16,1.89,,8.7,5.7,133.8,52.9,9.6,264.0,6.66,26.4,66.3,,4.0,0.8652,16.1,32.4,0.159,19.9,0.08,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2009-01-14,1.52,,7.7,4.6,84.8,30.5,8.7,234.7,6.31,30.4,73.2,,3.5,0.8651,15.3,67.4,0.198,15.2,0.031,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2010-10-07,0.27,,120.2,22.4,178.9,29.7,3.9,306.4,4.62,24.0,76.3,,1.0,0.874,27.2,73.2,0.018,7.4,0.016,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2011-08-10,0.3,,59.3,14.5,207.6,33.6,4.4,353.0,4.53,19.2,73.8,,1.5,0.8705,26.3,63.0,0.024,10.7,0.018,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2012-05-11,0.41,,40.3,9.1,198.5,34.0,5.0,245.5,4.57,22.2,72.3,,1.5,0.8705,22.4,71.2,0.038,13.0,0.02,,
280181452,SE ALHANDRA,EX TR 3,10443 S,2013-04-30,0.39,,23.2,6.9,153.1,24.7,4.7,258.6,4.59,20.8,62.8,,1.5,0.8706,22.4,93.3,0.039,4.1,0.023,,
280181452,SE ALHANDRA,TR 3,10443 S,2014-10-10,0.44,Sintomas de degradação significativa do papel antes da substituição do óleo.,46.0,10.0,137.0,28.0,6.0,388.0,4.39,20.4,66.9,Estado normal,1.5,0.8705,21.0,90.0,0.05,9.0,0.02,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181452,SE ALHANDRA,TR 3,10443 S,2015-09-03,0.46,Sintomas de degradação significativa do papel antes da substituição do óleo.,42.0,7.0,136.0,17.0,4.0,348.0,4.7,19.7,66.7,Estado normal,2.0,0.8706,21.0,91.0,0.04,6.0,0.018,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181452,SE ALHANDRA,TR 3,10443 S,2016-07-04,0.42,Sintomas de degradação significativa do papel antes da substituição do óleo.,27.0,8.0,141.0,21.0,5.0,237.0,4.38,22.2,61.5,Estado normal,2.0,0.8706,22.0,59.0,0.05,8.0,0.019,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181452,SE ALHANDRA,TR 3,10443 S,2017-08-21,0.49,Sintomas de degradação significativa do papel antes da substituição do óleo.,29.0,7.0,110.0,13.0,4.0,304.0,3.85,21.0,60.9,Estado normal,2.0,0.8675,21.0,81.0,0.07,10.0,0.031,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,1996-02-14,,,8.0,2.0,14.0,4.0,2.0,56.0,2.3,30.4,71.7,,3.5,0.851,20.1,81.7,0.059,15.8,0.024,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,1997-01-29,0.05,,6.0,2.0,28.0,6.0,2.0,46.0,2.3,29.5,67.8,,3.5,0.852,19.6,59.8,0.062,19.6,0.025,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,1998-02-18,0.05,,37.0,3.0,42.0,6.0,3.0,65.0,2.0,29.0,74.0,,3.0,0.851,19.4,74.3,0.069,20.3,0.023,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,1999-08-26,0.05,,17.0,5.7,79.0,38.0,6.2,119.0,3.62,28.0,74.0,,3.0,0.854,21.1,35.8,0.093,28.5,0.024,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2001-01-24,0.05,,17.9,5.6,67.4,37.4,7.7,103.8,3.91,23.8,70.8,,3.5,0.851,21.8,78.1,0.083,26.1,0.022,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2002-02-14,0.05,,6.1,10.6,71.9,84.1,15.1,89.9,3.87,32.3,97.9,,3.5,0.85,17.8,43.3,0.077,20.6,0.022,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2002-11-28,0.14,,21.8,14.3,75.3,102.2,23.8,191.1,4.36,21.6,71.0,,3.5,0.85,17.4,37.7,0.091,31.3,0.022,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2004-01-07,0.2,,19.3,21.9,55.3,135.7,18.8,127.9,2.39,29.0,76.1,,3.5,0.856,17.8,52.0,0.09,30.8,0.026,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2005-03-02,0.23,,13.8,10.5,26.8,102.6,22.4,152.4,3.54,30.8,77.9,,3.5,0.8561,17.5,45.2,0.13,27.3,0.022,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2006-04-28,0.28,,14.9,11.5,15.0,96.2,17.4,153.1,5.34,27.3,72.5,,3.5,0.8562,19.9,34.3,0.14,21.8,0.024,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2007-02-09,0.27,,7.1,23.4,6.9,140.4,20.2,77.9,2.74,32.4,76.7,,3.5,0.8562,16.4,21.7,0.147,38.2,0.024,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2007-09-05,,,24.3,18.0,11.4,197.9,25.4,175.3,5.79,27.0,68.0,,,,,,,38.2,,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2008-05-16,1.7,,7.9,98.2,7.4,173.0,121.0,370.4,9.25,23.8,67.1,,4.5,0.8562,18.1,28.2,0.125,34.2,0.042,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2008-10-03,,,11.9,47.1,6.3,189.9,104.8,263.7,8.8,27.0,74.1,,,,,,,,,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2009-01-14,1.42,,18.9,46.0,6.8,252.3,101.1,224.9,9.32,29.1,75.1,,5.0,0.8561,17.8,45.1,0.124,37.1,0.027,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2010-10-07,0.57,,26.6,23.3,7.8,236.3,48.6,242.7,7.31,28.0,76.7,,4.5,0.8561,17.5,31.8,0.147,33.4,0.037,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2011-11-08,0.05,,5.0,3.0,1.0,5.5,1.0,98.0,1.07,20.8,55.8,,1.0,0.8713,36.6,71.4,0.02,4.6,0.01,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2012-05-11,0.05,,9.0,7.7,3.9,26.8,3.7,86.7,1.64,29.1,71.6,,1.0,0.8713,34.6,80.2,0.013,10.4,0.004,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2013-04-30,0.05,,5.9,6.4,7.9,29.6,4.6,62.6,2.26,27.7,61.6,,1.0,0.8713,31.9,74.7,0.01,11.5,0.003,,
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2014-10-10,0.05,Sintomas de degradação significativa do papel antes da substituição do óleo.,6.0,6.0,22.0,34.0,6.0,72.0,1.96,30.0,67.4,Estado normal,1.0,0.8712,33.0,86.0,0.02,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2015-09-03,0.05,Sintomas de degradação significativa do papel antes da substituição do óleo.,9.0,5.0,27.0,32.0,6.0,59.0,2.13,28.8,67.3,Estado normal,1.0,0.8712,34.0,83.0,0.02,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2016-07-04,0.05,Sintomas de degradação significativa do papel antes da substituição do óleo.,4.0,5.0,24.0,35.0,6.0,38.0,1.52,26.8,59.6,Estado normal,1.0,0.8713,34.0,79.0,0.02,6.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2017-08-21,0.05,Sintomas de degradação significativa do papel antes da substituição do óleo.,4.0,6.0,25.0,43.0,8.0,52.0,1.3,27.6,61.2,Estado normal,1.0,0.8706,34.0,83.0,0.02,7.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2018-03-05,,,391.0,91.0,282.0,213.0,23.0,265.0,1.45,27.4,61.0,Descargas eléctricas,,,,71.0,,4.0,,Conforme.,Recomenda-se a realização de ensaios eléctricos ao transformador.
280181453,SE BOAVISTA (LISBOA),TR 1,19363 C,2019-09-19,0.05,Sintomas de degradação significativa do papel antes da substituição do óleo.,21.0,19.0,1.0,22.0,20.0,172.0,2.02,18.9,64.0,Estado normal,0.5,0.8711,39.0,48.0,0.02,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181454,SE ALHANDRA,EX TR 1,10444 S,1996-02-14,,,15.0,9.0,181.0,30.0,7.0,224.0,6.7,27.2,67.7,,4.0,0.862,18.2,82.7,0.249,13.4,0.049,,
280181454,SE ALHANDRA,EX TR 1,10444 S,1996-09-10,,,18.0,9.0,225.0,34.0,7.0,358.0,6.9,22.3,61.8,,,,,,,16.0,,,
280181454,SE ALHANDRA,EX TR 1,10444 S,1997-01-29,1.9,,22.0,10.0,226.0,36.0,7.0,300.0,7.7,26.0,68.2,,4.0,0.864,17.0,44.8,0.211,16.1,0.038,,
280181454,SE ALHANDRA,EX TR 1,10444 S,1998-02-18,0.61,,25.0,10.0,232.0,35.0,7.0,487.0,8.0,23.0,81.0,,4.0,0.862,18.0,50.1,0.202,20.3,0.037,,
280181454,SE ALHANDRA,EX TR 1,10444 S,1999-08-26,2.82,,6.9,21.0,163.0,94.0,18.0,386.0,8.02,24.0,71.0,,4.0,0.864,18.1,54.6,0.211,20.5,0.042,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2001-01-24,3.36,,15.5,46.3,150.2,244.3,42.8,415.2,8.94,21.0,69.6,,4.0,0.862,18.8,65.3,0.234,20.4,0.036,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2002-02-14,4.36,,16.4,293.6,85.6,670.1,266.6,518.1,11.0,27.4,98.5,,4.5,0.862,15.1,35.8,0.263,21.9,0.043,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2002-11-28,4.29,,64.7,1073.4,74.5,2984.4,1096.4,635.8,9.76,16.0,65.3,,4.5,0.86,15.2,35.7,0.254,29.3,0.031,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2003-02-27,,,14.3,278.8,75.2,1985.3,677.8,459.3,7.21,17.5,57.1,,,,,,,,,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2003-08-22,,,16.0,81.0,80.1,1483.6,598.1,574.4,7.17,18.4,65.0,,,,,,,,,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2004-01-07,5.11,,16.1,45.4,79.3,945.1,408.0,296.1,5.24,25.0,69.8,,4.5,0.867,15.1,57.1,0.261,28.5,0.044,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2004-05-27,2.3,,15.4,28.3,79.2,644.8,308.4,266.9,4.83,25.9,67.6,,4.0,0.866,15.9,57.4,0.233,18.4,0.05,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2005-03-02,4.8,,24.9,12.7,99.6,293.6,193.4,243.4,5.83,30.6,78.0,,4.0,0.8668,14.7,75.4,0.25,13.0,0.048,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2006-04-28,4.52,,20.2,7.7,97.9,75.4,63.2,238.6,5.31,27.7,68.7,,4.0,0.867,15.2,53.8,0.378,17.2,0.077,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2007-02-09,4.47,,24.2,10.8,85.8,46.0,37.2,571.3,8.56,23.3,78.7,,4.0,0.8671,14.7,45.3,0.339,22.0,0.043,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2008-05-16,4.27,,8.2,13.4,44.0,63.8,21.9,203.0,5.02,27.0,68.3,,3.5,0.867,15.4,48.7,0.267,19.8,0.066,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2009-01-14,4.04,,9.1,16.7,33.3,97.8,22.7,185.3,5.04,31.7,72.8,,4.0,0.867,14.8,34.4,0.27,19.6,0.037,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2010-10-07,1.67,,16.2,7.0,68.4,10.5,2.7,424.3,6.77,29.4,77.1,,1.5,0.874,24.4,54.8,0.044,19.1,0.036,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2011-08-10,1.96,,13.4,6.5,79.7,12.7,3.8,333.0,7.36,26.9,66.2,,1.5,0.8706,21.7,30.1,0.046,23.2,0.032,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2012-05-11,2.29,,20.4,7.5,122.1,19.1,4.2,123.1,5.01,30.5,73.0,,1.5,0.8706,21.2,38.3,0.06,17.0,0.03,,
280181454,SE ALHANDRA,EX TR 1,10444 S,2013-04-30,1.89,,20.3,9.2,137.1,22.2,5.0,120.1,3.89,27.4,62.9,,2.0,0.8706,24.0,83.7,0.046,9.1,0.025,,
280181454,SE ALHANDRA,TR 1,10444 S,2014-10-10,2.16,Sintomas de degradação avançada do papel antes da substituição do óleo.,28.0,99.0,98.0,337.0,53.0,269.0,4.36,26.1,65.8,Defeito térmico de elevada temperatura,2.0,0.8705,23.0,50.0,0.06,17.0,0.026,Conforme.,Nova colheita dentro de cerca de 1 mês. Inspecção dos contactos do regulador em carga
280181454,SE ALHANDRA,TR 1,10444 S,2014-11-17,,,24.0,45.0,98.0,348.0,56.0,245.0,4.35,21.9,61.9,Defeito térmico de elevada temperatura,,,,51.0,,12.0,,Conforme.,Nova colheita dentro de cerca de 6 meses.
280181454,SE ALHANDRA,TR 1,10444 S,2015-05-13,,,22.0,103.0,113.0,510.0,88.0,172.0,4.39,27.0,65.1,Defeito térmico de elevada temperatura,,,,46.0,,20.0,,Conforme.,Nova colheita dentro de cerca de 6 meses
280181454,SE ALHANDRA,TR 1,10444 S,2015-09-03,0.05,Sintomas de degradação avançada do papel antes da substituição do óleo.,34.0,114.0,85.0,511.0,82.0,246.0,4.59,24.7,66.2,Defeito térmico de elevada temperatura,2.0,0.8705,23.0,42.0,0.04,16.0,0.03,Conforme.,Nova colheita dentro de cerca de 6 meses
280181454,SE ALHANDRA,TR 1,10444 S,2016-04-29,,,28.0,253.0,93.0,876.0,161.0,165.0,4.19,27.0,64.0,Defeito térmico de elevada temperatura,,,,54.0,,15.0,,Conforme.,Nova colheita dentro de cerca de 3 meses
280181454,SE ALHANDRA,TR 1,10444 S,2016-07-04,2.02,Sintomas de degradação avançada do papel antes da substituição do óleo.,13.0,132.0,64.0,713.0,130.0,167.0,4.03,25.2,60.3,Defeito térmico de elevada temperatura,2.0,0.8706,24.0,36.0,0.05,24.0,0.025,Conforme.,Nova colheita dentro de cerca de 6 meses
280181454,SE ALHANDRA,TR 1,10444 S,2017-01-03,,,32.0,111.0,65.0,529.0,111.0,269.0,4.83,28.3,72.1,Defeito térmico de elevada temperatura,,,,51.0,,24.0,,Conforme.,Nova colheita dentro de cerca de 6 meses
280181454,SE ALHANDRA,TR 1,10444 S,2017-08-21,2.23,Sintomas de degradação avançada do papel antes da substituição do óleo.,28.0,103.0,68.0,507.0,99.0,342.0,5.27,22.5,61.4,Defeito térmico de elevada temperatura,2.0,0.8713,24.0,34.0,0.06,27.0,0.032,Conforme.,Nova colheita dentro de cerca de 6 meses
280181454,SE ALHANDRA,TR 1,10444 S,2018-03-19,,,277.0,353.0,208.0,1214.0,185.0,455.0,6.89,24.4,65.6,Defeito térmico de elevada temperatura,,,,67.0,,6.0,,Conforme.,
280181517,SE BELVER,TR 5,LEL 53720,2001-01-05,0.05,,69.0,3.1,1.0,1.0,2.0,236.0,1.0,12.1,50.4,,0.5,0.846,48.0,52.2,0.003,6.4,0.018,,
280181517,SE BELVER,TR 5,LEL 53720,2001-10-10,0.05,,7.2,2.3,1.0,1.0,2.0,186.0,1.0,25.0,62.0,,,,,82.8,,6.7,,,
280181517,SE BELVER,TR 5,LEL 53720,2002-05-14,0.05,,2.6,1.4,1.0,1.0,1.5,75.6,1.0,30.7,77.1,,0.5,0.845,40.7,81.3,0.002,3.8,0.012,,
280181517,SE BELVER,TR 5,LEL 53720,2003-04-22,,,12.9,31.6,1.0,4.5,131.2,192.7,1.0,1.0,63.7,,0.5,0.845,34.3,77.1,0.004,5.0,0.032,,
280181517,SE BELVER,TR 5,LEL 53720,2003-07-17,,,26.8,86.8,1.0,8.2,417.6,213.6,1.13,1.0,81.1,,,,,,,,,,
280181517,SE BELVER,TR 5,LEL 53720,2004-07-07,0.05,,36.9,118.5,1.0,10.9,636.4,223.5,1.25,4.0,76.0,,1.0,0.85,27.1,51.4,0.022,14.6,0.079,,
280181517,SE BELVER,TR 5,LEL 53720,2005-02-16,0.05,,22.1,63.9,1.0,9.6,565.4,220.4,1.5,1.0,72.3,,1.0,0.8516,25.5,90.8,0.034,5.1,0.085,,
280181517,SE BELVER,TR 5,LEL 53720,2005-11-23,,,56.9,68.0,1.0,10.4,483.4,360.8,1.86,2.3,73.8,,,,,78.9,,14.7,,,
280181517,SE BELVER,TR 5,LEL 53720,2006-03-30,0.05,,77.1,44.6,1.0,9.7,434.2,362.7,2.08,2.5,84.4,,1.5,0.8518,22.7,80.9,0.047,7.4,0.091,,
280181517,SE BELVER,TR 5,LEL 53720,2006-10-13,,,97.8,101.0,1.0,11.0,365.5,632.7,2.9,5.1,73.9,,,,,89.3,,12.8,,,
280181517,SE BELVER,TR 5,LEL 53720,2007-05-25,0.1,,109.4,30.3,1.0,9.5,247.1,434.2,2.8,5.4,71.4,,2.0,0.8521,20.4,86.2,0.066,10.1,0.063,,
280181517,SE BELVER,TR 5,LEL 53720,2008-03-26,0.05,,91.5,23.2,1.0,7.0,175.6,467.7,3.54,11.0,76.9,,2.0,0.8522,18.8,63.9,0.08,10.8,0.056,,
280181517,SE BELVER,TR 5,LEL 53720,2009-10-22,0.06,,136.7,45.6,1.0,6.7,91.4,653.5,4.57,12.1,83.5,,2.5,0.8522,15.9,82.0,0.127,10.4,0.055,,
280181517,SE BELVER,TR 5,LEL 53720,2010-12-16,0.05,,53.2,30.4,1.0,6.1,58.9,447.8,4.54,21.6,80.7,,2.5,0.8522,16.0,81.5,0.174,12.1,0.055,,
280181517,SE BELVER,TR 5,LEL 53720,2011-05-26,0.08,,82.7,12.9,1.0,4.7,40.7,460.2,4.39,18.1,72.6,,2.5,0.8489,15.4,69.8,0.157,12.3,0.05,,
280181517,SE BELVER,TR 5,LEL 53720,2012-09-17,0.09,,117.1,6.4,1.0,5.5,18.4,478.5,4.03,12.2,60.0,,3.0,0.8492,15.9,89.7,0.194,11.2,0.051,,
280181517,SE BELVER,TR 5,LEL 53720,2013-07-29,0.05,,140.4,7.7,1.0,6.4,15.8,590.4,4.67,14.4,70.2,,3.0,0.8492,16.2,50.4,0.266,15.4,0.042,,
280181517,SE BELVER,TR 5,LEL 53720,2014-02-18,,,47.4,7.2,1.1,8.3,14.3,337.1,4.09,24.1,76.2,,,,,91.6,,5.5,,,
280181517,SE BELVER,TR 5,LEL 53720,2014-10-14,0.06,Papel normal,91.0,8.0,1.0,4.0,11.0,493.0,4.55,17.8,70.1,Descargas parciais,3.0,0.8492,16.0,51.0,0.24,8.0,0.045,Valor da tensão interfacial não adequado. Óleo com degradação avançada.,Nova colheita dentro de cerca de 3 meses. Regeneração do óleo.
280181517,SE BELVER,TR 5,LEL 53720,2015-11-10,,,,,,,,,,,,,0.5,0.8665,28.0,74.0,0.03,8.0,0.005,Conforme.,
280181517,SE BELVER,TR 5,LEL 53720,2015-12-03,0.05,Papel normal,5.0,1.0,1.0,1.0,1.0,22.0,1.0,8.1,19.9,Estado normal,1.0,0.8664,22.0,86.0,0.04,4.0,0.007,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181517,SE BELVER,TR 5,LEL 53720,2017-02-08,0.05,Papel normal,9.0,4.0,1.0,1.0,2.0,161.0,2.13,24.4,65.9,Estado normal,1.0,0.8662,23.0,69.0,0.05,3.0,0.011,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181517,SE BELVER,TR 5,LEL 53720,2018-03-13,0.05,Papel normal,10.0,2.0,1.0,1.0,2.0,109.0,1.83,24.1,63.8,Estado normal,1.0,0.8663,21.0,90.0,0.06,5.0,0.016,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181517,SE BELVER,TR 5,LEL 53720,2019-03-27,0.05,Papel normal,16.0,5.0,1.0,1.0,2.0,126.0,2.22,24.2,65.6,Estado normal,1.0,0.8663,23.0,96.0,0.06,4.0,0.01,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181517,SE BELVER,TR 5,LEL 53720,2020-02-27,0.05,Papel normal,29.0,3.0,1.0,1.0,2.0,147.0,2.01,20.9,57.6,Estado normal,1.0,0.8663,22.0,76.0,0.07,5.0,0.021,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181527,SE REBOLEIRA,TR 1,LEL 32620,1996-07-30,,,20.0,121.0,1.0,29.0,274.0,585.0,3.8,4.0,58.9,,,,,,,19.9,,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,1997-01-24,0.06,,19.0,113.0,1.0,36.0,301.0,544.0,4.2,6.2,58.6,,4.5,0.849,19.6,64.5,0.178,25.0,0.109,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,1998-01-15,0.08,,21.0,109.0,1.0,28.0,238.0,430.0,4.0,15.0,73.0,,5.5,0.849,18.5,54.9,0.164,28.8,0.091,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,1998-01-19,0.11,,40.9,130.4,1.0,27.8,154.2,809.2,4.46,5.8,79.7,,5.5,0.85,18.6,61.5,0.298,28.7,0.062,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2000-05-10,0.12,,41.0,125.0,1.0,21.0,116.0,794.0,3.75,12.0,87.0,,6.0,0.849,18.3,47.7,0.381,26.4,0.08,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2001-02-21,0.2,,29.3,73.4,1.0,11.1,64.6,456.4,2.49,7.7,51.0,,7.5,0.848,18.3,42.0,0.346,33.3,0.094,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2002-02-13,0.2,,45.2,131.4,1.0,19.6,109.0,876.5,4.22,11.2,83.6,,6.0,0.848,16.4,48.1,0.334,23.1,0.096,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2002-11-19,0.48,,85.6,155.6,1.0,19.2,103.4,918.3,4.56,2.7,70.4,,6.5,0.847,16.7,33.1,0.401,38.9,0.14,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2003-05-23,,,83.3,152.8,1.0,15.1,97.2,616.9,3.11,3.0,59.8,,,,,,,,,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2004-01-06,0.39,,67.9,142.4,1.0,12.4,82.4,701.2,3.51,4.6,62.0,,6.0,0.853,16.5,47.7,0.426,48.1,0.098,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2004-04-26,,,67.6,118.4,1.0,10.2,64.7,591.6,2.89,3.5,54.7,,6.0,0.854,16.5,39.2,0.387,46.1,0.093,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2005-08-12,0.87,,101.9,156.9,1.0,17.2,110.4,746.9,3.23,2.0,66.6,,5.5,0.8542,16.4,32.7,0.415,54.4,0.108,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2006-09-18,0.82,,78.3,146.3,1.0,20.0,100.7,975.4,4.91,3.5,64.8,,6.0,0.8543,16.3,30.1,0.544,70.6,0.134,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2007-09-13,0.05,,6.1,3.0,1.0,20.0,4.2,60.1,1.0,20.0,53.9,,2.0,0.8695,21.0,46.4,0.023,17.1,0.044,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2007-12-06,0.05,,23.2,7.2,1.8,16.7,11.3,100.3,1.37,7.3,53.8,,2.0,0.8693,23.7,51.3,0.028,13.2,0.032,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2008-10-01,0.06,,84.4,7.2,8.0,17.7,16.1,196.8,3.19,16.0,65.0,,2.0,0.8695,22.6,60.2,0.039,19.0,0.02,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2010-01-07,0.31,,43.0,13.3,8.6,21.7,28.6,442.8,8.93,18.4,74.7,,2.5,0.8701,19.8,38.0,0.069,24.9,0.013,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2011-04-07,0.61,,33.3,8.8,21.1,15.5,15.1,348.5,8.53,19.7,62.3,,2.5,0.8666,20.6,35.2,0.084,20.7,0.012,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2012-02-28,0.84,,49.1,13.6,55.9,24.5,20.6,355.2,13.4,23.0,71.2,,2.5,0.8667,19.7,57.0,0.082,16.4,0.013,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2013-01-08,0.73,,20.9,11.5,76.1,24.5,15.0,194.7,10.48,21.6,58.2,,2.5,0.8667,19.2,46.6,0.093,12.1,0.02,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2014-05-30,0.52,,31.7,13.3,104.0,35.4,17.0,192.2,7.84,25.8,68.8,,2.5,0.8666,21.4,69.3,0.1,10.6,0.009,,
280181527,SE REBOLEIRA,TR 1,LEL 32620,2015-01-15,0.88,Papel normal,27.0,13.0,112.0,38.0,17.0,232.0,6.27,22.3,57.7,Estado normal,2.5,0.8667,21.0,84.0,0.1,9.0,0.008,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181527,SE REBOLEIRA,TR 1,LEL 32620,2017-01-06,0.72,Sintomas de degradação ligeira do papel isolante.,25.0,11.0,126.0,22.0,12.0,217.0,6.07,27.7,72.6,Estado normal,2.5,0.8666,20.0,82.0,0.09,12.0,0.008,Conforme.,"Nova colheita com periodicidade pré-estabelecida. Passivação, regeneração ou substituição total do óleo."
280181527,SE REBOLEIRA,TR 1,LEL 32620,2018-07-11,0.77,Sintomas de degradação ligeira do papel isolante.,41.0,11.0,130.0,25.0,10.0,133.0,3.91,25.7,67.9,Estado normal,2.5,0.8667,17.0,48.0,0.09,17.0,0.01,Valor de tensão interfacial não conforme,Nova colheita com periodicidade pré-estabelecida
280181527,SE REBOLEIRA,TR 1,LEL 32620,2019-07-16,0.84,Sintomas de degradação significativa do papel antes da substituição do óleo.,32.0,10.0,116.0,30.0,11.0,197.0,5.66,26.3,64.5,Estado normal,2.5,0.8666,21.0,47.0,0.1,17.0,0.008,Conforme.,Nova colheita com periodicidade pré-estabelecida
280181581,SE ENTRONCAMENTO,TR 1,10489 C,1996-03-25,,,8.0,5.0,79.0,13.0,5.0,86.0,2.2,26.8,67.6,,2.0,0.873,29.5,88.8,0.018,9.1,0.01,,
280181581,SE ENTRONCAMENTO,TR 1,10489 C,1997-03-14,0.34,,18.0,6.0,92.0,14.0,1.0,116.0,2.6,24.9,59.9,,2.0,0.873,29.3,47.1,0.016,22.2,0.014,,
280181581,SE ENTRONCAMENTO,TR 1,10489 C,1998-09-17,0.05,,15.3,8.5,125.1,18.9,3.0,211.7,3.5,23.4,65.9,,2.5,0.875,26.2,35.1,0.006,24.9,0.015,,
280181581,SE ENTRONCAMENTO,TR 1,10489 C,1999-10-28,0.6,,6.0,6.8,122.0,19.0,2.6,75.0,2.19,36.0,96.0,,2.5,0.875,26.3,88.8,0.007,9.0,0.015,,
